NtsbNo,WeatherCondition,TimeOfDay,Investigation.Type,Event.Date,Air.carrier,Organizational Climate,Personnel Conditions,Supervisory Conditions,Operator Conditions,Unsafe Conditions,Fin_Quarter,Operating Expense per RTM,Operating Revenues_QoQ_pct,"Employment, Total Weighted Avg CY_QoQ_pct",merged_air_crash_data_weather.sky_cond_nonceil
MIA99LA220,VMC,Afternoon,Accident,8/7/1999,FED EX,Safety Climate,Personal Readiness,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.88,-0.06307765,0.777243657,
FTW99FA201,VMC,Morning,Accident,7/28/1999,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.06,2.888097617,2.42874974,
LAX99LA322,VMC,Morning,Accident,7/24/1999,AMERICA WEST AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.02,-3.598521448,3.191681736,
NYC99LA177,VMC,Evening,Accident,7/15/1999,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Perceptual Errors,3,1.12,2.990327222,1.58232572,
IAD99FA052,VMC,Afternoon,Accident,7/8/1999,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.06,2.888097617,2.42874974,
CHI99IA204,VMC,Evening,Incident,6/29/1999,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.12,12.73041829,1.580802911,
FTW99LA207,IMC,Evening,Accident,6/25/1999,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.97,13.46808766,0.944326456,
CHI99LA184,VMC,Evening,Accident,6/11/1999,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.05,9.178588307,2.004399902,
LAX99LA212,VMC,Evening,Accident,6/9/1999,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.05,9.178588307,2.004399902,
NYC99LA127,VMC,Afternoon,Accident,5/28/1999,SUN COUNTRY AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.82,-19.64080467,-4.054054054,
DCA99IA058,VMC,Afternoon,Incident,5/11/1999,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.12,12.73041829,1.580802911,
NYC99FA110,IMC,Morning,Accident,5/8/1999,AMERICAN EAGLE AIRLINES,Structure,Crew Resource Management,Failed to Correct Known Problem,Adverse Physiological State,Decision Errors,2,3.5,15.58232865,1.935395938,
CHI99LA145,IMC,Evening,Accident,5/5/1999,VANGUARD AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.4,34.88496575,7.608695652,
SEA99IA045,VMC,Evening,Incident,3/31/1999,HORIZON AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.91,4.409749523,4.404404404,
NYC99LA076,VMC,Afternoon,Accident,3/17/1999,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.16,5.642579408,2.054346047,
NYC99LA069,IMC,Afternoon,Accident,3/3/1999,BUSINESS EXPRESS AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,4.63,-16.54734693,-16.66666667,
NYC99LA064,VMC,Afternoon,Accident,2/22/1999,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.13,1.32856365,0.711121306,
NYC99IA062,VMC,Evening,Incident,2/16/1999,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.08,2.808973266,3.531776417,
DEN99IA038,VMC,Evening,Incident,2/11/1999,AIR WISCONSIN AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,1,2.29,9.423622982,5.5625,
ANC99IA027,IMC,Afternoon,Incident,2/5/1999,ALASKA AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.22,-0.972982639,0.941422594,
LAX99LA087,VMC,Morning,Accident,2/1/1999,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.08,2.808973266,3.531776417,
ANC99IA025,VMC,Evening,Incident,1/19/1999,EVERGREEN INTERNATIONAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.18,57.32607009,25.36327609,
NYC99LA050,VMC,Afternoon,Accident,1/15/1999,MIDWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.76,-3.91609534,1.998857796,
NYC99LA235,VMC,Evening,Accident,1/13/1999,AMERICAN TRANS AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,0.81,24.55063597,7.497291441,
FTW99LA054,VMC,Evening,Accident,12/26/1998,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.09,-8.988822428,0.968442386,
DEN99LA027,VMC,Evening,Accident,12/21/1998,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.89,4.734047786,0.96191902,
CHI99LA055,IMC,Evening,Accident,12/17/1998,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,3.47,-9.677479275,0.495867769,
MIA99IA046,VMC,Afternoon,Incident,12/15/1998,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.09,-8.988822428,0.968442386,
LAX99LA050,VMC,Evening,Accident,12/13/1998,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.07,1.478198877,2.52183299,
MIA99LA039,VMC,Morning,Accident,12/1/1998,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,3.47,-9.677479275,0.495867769,
MIA99FA038,VMC,Morning,Accident,12/1/1998,TOWER AIR,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,4,1.04,-35.74888718,-6.194690265,
DCA99IA023,Unknown,Afternoon,Incident,11/29/1998,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.06,-10.52584818,0.745089185,
SEA99LA014,VMC,Afternoon,Accident,11/11/1998,DELTA AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.09,-8.988822428,0.968442386,
NYC99IA024,VMC,Evening,Incident,11/6/1998,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.15,-6.955817297,1.514941701,
NYC99LA022,IMC,Afternoon,Accident,11/3/1998,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.09,-8.988822428,0.968442386,
DCA99MA007,VMC,Evening,Accident,11/1/1998,AIRTRAN AIRWAYS,Culture,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,4,1.67,-8.13470089,-3.410404624,
MIA99FA012,VMC,Afternoon,Accident,10/25/1998,EXECUTIVE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,3.84,-15.17246055,-3.859964093,
LAX99IA013,VMC,Morning,Incident,10/21/1998,FED EX,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,4,1.89,4.734047786,0.96191902,
NYC99LA023,VMC,Evening,Accident,10/11/1998,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.09,-8.988822428,0.968442386,
NYC98LA193,VMC,Evening,Accident,9/27/1998,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.62,-3.721927972,-0.412109274,
CHI98LA351,VMC,Evening,Accident,9/17/1998,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,3.51,5.952042338,28.63217576,
ANC98LA122,VMC,Afternoon,Accident,8/14/1998,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.08,10.79731104,1.988937272,
LAX98IA261,VMC,Evening,Incident,8/8/1998,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.07,1.565245793,1.936016999,
FTW98LA353,VMC,Afternoon,Accident,7/27/1998,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,3.2,-29.35706543,2.669789227,
CHI98IA275,VMC,Evening,Incident,7/25/1998,TWA,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.06,3.836927865,2.694000652,
CHI98LA269,Unknown,Afternoon,Accident,7/22/1998,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.1,1.187116337,0.895812486,
LAX98FA169,VMC,Afternoon,Accident,5/21/1998,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.08,11.02734208,2.940658049,
CHI98IA164,Unknown,Evening,Incident,5/18/1998,UNITED PARCEL SERVICE,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.5,6.695682503,3.410097431,
CHI98LA154,VMC,Morning,Accident,5/13/1998,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.11,7.387229489,-0.05097085,
DCA98MA045,IMC,Evening,Accident,5/7/1998,AIRTRAN AIRWAYS,Safety Climate,,,Mental Limitations,Skill-based Errors,2,1.29,31.21478553,0.791788856,
NYC98IA106,VMC,Morning,Incident,5/4/1998,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.61,11.32379262,0.114173024,
CHI98IA169,VMC,Morning,Incident,4/30/1998,TWA,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.1,23.43668362,3.431413877,
DCA98IA035,Unknown,Evening,Incident,4/20/1998,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.11,7.387229489,-0.05097085,
CHI98LA127,VMC,Evening,Accident,4/19/1998,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.11,7.387229489,-0.05097085,
NYC98FA094,VMC,Afternoon,Accident,4/18/1998,TOWER AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.01,23.58486665,0.849673203,
CHI98IA167,VMC,Morning,Incident,4/11/1998,TWA,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.1,23.43668362,3.431413877,
IAD98LA036,VMC,Evening,Accident,3/9/1998,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Routine Violations,1,1.12,-1.247047315,2.556120454,
LAX98IA085,VMC,Morning,Incident,2/9/1998,HAWAIIAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,0.9,5.265638574,0.169419737,
NYC98FA062,VMC,Evening,Accident,1/21/1998,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,1,1.16,1.999350315,2.622851975,
IAD98LA023,IMC,Evening,Accident,1/20/1998,COMMUTAIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,,0,0,
MIA98LA054,VMC,Evening,Accident,1/6/1998,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.12,-1.247047315,2.556120454,
NYC98LA050,IMC,Morning,Accident,12/23/1997,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.88,-1.321555706,-2.11338141,
ATL98IA024,IMC,Afternoon,Incident,12/15/1997,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.17,-4.828116698,-0.73277132,
MIA98LA017,VMC,Evening,Accident,10/31/1997,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.88,-1.321555706,-2.11338141,
NYC98LA013,VMC,Morning,Accident,10/15/1997,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.88,-1.321555706,-2.11338141,
CHI98IA007,VMC,Morning,Incident,10/4/1997,SOUTHWEST AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,4,1.11,-2.168452402,0.495153372,
FTW98FA001,VMC,Evening,Accident,10/1/1997,RYAN INTERNATIONAL AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Routine Violations,4,0.68,47.15482608,24.41860465,
SEA97IA219,VMC,Morning,Incident,9/27/1997,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,3,1.08,4.644024538,3.352638353,
FTW97IA365,VMC,Morning,Incident,9/25/1997,TWA,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.06,3.836927865,2.694000652,
FTW97IA363,VMC,Morning,Incident,9/24/1997,FRONTIER AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.36,8.844815687,7.346938776,
CHI97LA292,IMC,Afternoon,Accident,9/14/1997,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1,5.905977508,2.811645293,
SEA97FA202,VMC,Evening,Accident,9/1/1997,ALASKA AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,1.12,14.93710991,3.231462926,
MIA97IA237,VMC,Afternoon,Incident,8/21/1997,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.06,4.216501708,0.510333193,
FTW97IA305,VMC,Evening,Incident,8/11/1997,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,3.27,2.551303157,1.000790097,
LAX97IA243,VMC,Evening,Incident,7/14/1997,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1,5.905977508,2.811645293,
FTW97FA255,VMC,Afternoon,Accident,7/6/1997,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.03,-0.197690443,1.391373802,
CHI97IA195,IMC,Afternoon,Incident,7/5/1997,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.85,10.00931483,0.516358494,
NYC97LA129,VMC,Evening,Accident,6/26/1997,DELTA AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.04,3.457080248,1.394580411,
CHI97IA164,VMC,Evening,Incident,6/9/1997,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.84,4.086751938,1.88064316,
ATL97LA075,VMC,Evening,Accident,5/26/1997,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.04,3.457080248,1.394580411,
CHI97IA134,VMC,Morning,Incident,5/15/1997,TWA,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.1,23.43668362,3.431413877,
FTW97IA187,VMC,Morning,Incident,5/11/1997,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,2,1.09,6.500660623,2.085728363,
FTW97LA177,VMC,Afternoon,Accident,5/4/1997,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.41,4.50999507,9.865470852,
MIA97IA147,VMC,Evening,Incident,4/19/1997,ATLAS AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.19,7.548151807,0.764818356,
FTW97IA160,VMC,Evening,Incident,4/16/1997,WESTERN PACIFIC,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.11,27.08882402,7.699275362,
MIA97LA125,VMC,Evening,Accident,4/9/1997,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.84,4.086751938,1.88064316,
SEA97LA085,VMC,Afternoon,Accident,4/6/1997,UNITED AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,2,1.05,6.381548145,1.694810493,
NYC97LA064,VMC,Evening,Accident,3/27/1997,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.16,6.415379167,0.872477739,
SEA97LA077,VMC,Morning,Accident,3/26/1997,HORIZON AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,3.56,4.031241757,-1.965601966,
FTW97IA128,IMC,Afternoon,Incident,3/18/1997,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,1.21,8.217546036,1.062240664,
IAD97FA052,IMC,Evening,Accident,3/5/1997,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.18,1.165431091,-0.222407903,
DCA97IA030,Unknown,Morning,Incident,3/3/1997,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.83,-0.481368587,0.631168008,
FTW97IA112,VMC,Evening,Incident,3/1/1997,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.01,4.874831859,4.767866458,
CHI97IA074,VMC,Morning,Incident,2/24/1997,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,3.54,2.141740676,3.681546249,
CHI97IA073,VMC,Morning,Incident,2/20/1997,MESABA AVIATION,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.96,-0.035917246,5.071090047,
DCA97LA027,VMC,Afternoon,Accident,2/6/1997,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.18,1.165431091,-0.222407903,
CHI97LA060,VMC,Morning,Accident,1/28/1997,TWA,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.2,-2.416963994,1.384733738,
FTW97IA084,VMC,Evening,Incident,1/21/1997,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.83,-0.481368587,0.631168008,
FTW97LA081,VMC,Evening,Accident,1/7/1997,JETBLUE AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.77,0,0,
LAX97LA073,VMC,Evening,Accident,12/22/1996,SUN COUNTRY AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,0.4,-18.91374732,-1.857282502,
FTW97LA070,VMC,Evening,Accident,12/20/1996,AIR WISCONSIN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,2.57,4.168179289,6.647807638,
LAX97FA069,VMC,Evening,Accident,12/15/1996,ALOHA AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,4,2.87,-13.22352828,0.315457413,
CHI97IA041,VMC,Afternoon,Incident,12/11/1996,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Adverse Mental State,Skill-based Errors,4,1.81,6.378761128,0.045509709,
FTW97IA045,VMC,Evening,Incident,11/23/1996,AMERICAN AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.13,-5.097432552,0.521245059,
CHI97FA030,VMC,Evening,Accident,11/18/1996,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.12,-11.43923655,0.903940577,
IAD97IA020,IMC,Evening,Incident,11/11/1996,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Routine Violations,4,1.11,-7.003262674,2.221294363,
NYC97LA009,VMC,Evening,Accident,10/28/1996,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.13,-5.097432552,0.521245059,
MIA96LA220,VMC,Afternoon,Accident,8/29/1996,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.66,-3.488167368,0.825940655,
NYC96IA169,VMC,Evening,Incident,8/15/1996,TWA,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,1.06,3.836927865,2.694000652,
NYC96LA150,VMC,Afternoon,Accident,7/11/1996,BUSINESS EXPRESS AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,4.37,0,0,
MIA96IA179,VMC,Afternoon,Incident,7/9/1996,EXECUTIVE AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,4.96,-1.301729595,-0.678541137,
NYC96IA131,VMC,Evening,Incident,6/25/1996,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.14,13.08694078,2.966844276,
FTW96LA271,VMC,Afternoon,Accident,6/22/1996,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.37,7.941802567,24.22907489,
SEA96IA131,VMC,Evening,Incident,6/19/1996,DELTA AIRLINES,Culture,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,2,1.14,13.08694078,2.966844276,
CHI96IA207,VMC,Morning,Incident,6/14/1996,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.91,14.12683484,2.333469,
FTW96IA237,VMC,Evening,Incident,6/5/1996,AMERICAN AIRLINES,Structure,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.07,7.096792121,-0.71739279,
SEA96IA104,VMC,Afternoon,Incident,5/29/1996,HORIZON AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,3.42,5.782444328,1.406886338,
CHI96IA173,IMC,Evening,Incident,5/26/1996,AIR WISCONSIN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,2.31,-3.581933299,-6.340819022,
LAX96IA199,VMC,Evening,Incident,5/19/1996,EVERGREEN INTERNATIONAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,5.4,0,0,
ANC96FA072,VMC,Morning,Accident,5/16/1996,FED EX,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,2,1.84,3.39829745,1.788686401,
CHI96IA157,VMC,Evening,Incident,5/12/1996,AMERICAN TRANS AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Routine Violations,2,0.9,-5.09453614,8.001839503,
SEA96IA074,VMC,Morning,Incident,3/31/1996,HORIZON AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,3.38,5.568421819,-1.781818182,
MIA96LA107,VMC,Morning,Accident,3/27/1996,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.93,1.051944723,0.802769342,
FTW96IA124,VMC,Evening,Incident,2/20/1996,BUSINESS EXPRESS AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,1,4.63,-16.54734693,-16.66666667,
IAD96IA044,IMC,Afternoon,Incident,2/20/1996,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.21,3.142719776,-0.48088736,
SEA96LA062,VMC,Morning,Accident,2/20/1996,DELTA AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,1,1.41,0.534362221,-0.922531876,
FTW96LA111,VMC,Evening,Accident,2/4/1996,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.41,0.534362221,-0.922531876,
ATL96LA028,VMC,Morning,Accident,12/29/1995,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.17,-7.588956752,-0.710491946,
CHI96IA059,IMC,Morning,Incident,12/19/1995,TWA,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.12,-15.28769046,0.836062748,
MIA96IA039,IMC,Morning,Incident,12/10/1995,TOWER AIR,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1,-34.32363999,-3.669724771,
SEA96LA026,VMC,Afternoon,Accident,11/25/1995,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.09,-11.1784709,0.390051097,
MIA96LA019,IMC,Afternoon,Accident,11/7/1995,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.17,-7.588956752,-0.710491946,
MIA95IA214,VMC,Afternoon,Incident,8/25/1995,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.61,0,0,
CHI95IA286,VMC,Afternoon,Incident,8/18/1995,TRANS STATES AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,3.76,0,0,
NYC95LA197,VMC,Evening,Accident,8/17/1995,BUSINESS EXPRESS AIRLINES,Structure,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,4.37,0,0,
